Country,Year,Inflation_Rate
Lithuania,2012,3.08998277055417
Lithuania,2013,1.04747937065344
Lithuania,2014,0.103758009433708
Lithuania,2015,-0.884097405500596
Lithuania,2016,0.905525075460342
Lithuania,2017,3.72288862303707
Lithuania,2018,2.69792779208394
Lithuania,2019,2.33450937988027
Lithuania,2020,1.19989444983569
Lithuania,2021,4.68354420903453
Lithuania,2022,19.7050461518394
Lithuania,2023,9.11731962390475
Luxembourg,2005,2.48769665164088
Luxembourg,2006,2.66631494577069
Luxembourg,2007,2.31245861786127
Luxembourg,2008,3.40187963025571
Luxembourg,2009,0.368041997888887
Luxembourg,2010,2.2736791162154
Luxembourg,2011,3.41068341068342
Luxembourg,2012,2.66284165508021
Luxembourg,2013,1.73403963519162
Luxembourg,2014,0.628543985440717
Luxembourg,2015,0.474743161437779
Luxembourg,2016,0.290833333333317
Luxembourg,2017,1.73079959118887
Luxembourg,2018,1.5281952430738
Luxembourg,2019,1.74332075653848
Luxembourg,2020,0.819957302127036
Luxembourg,2021,2.52692009066166
Luxembourg,2022,6.33600807777919
Luxembourg,2023,3.74140361983136
Latvia,2005,6.74845027893112
Latvia,2006,6.53619908765877
Latvia,2007,10.0929775849168
Latvia,2008,15.4023191064986
Latvia,2009,3.53410672858944
Latvia,2010,-1.08463595015162
Latvia,2011,4.3707355993922
Latvia,2012,2.25778924374595
Latvia,2013,-0.0294547782579216
Latvia,2014,0.620490636732421
Latvia,2015,0.174242243625186
Latvia,2016,0.140633334505327
Latvia,2017,2.93036312374665
Latvia,2018,2.53445424186598
Latvia,2019,2.81140920075615
Latvia,2020,0.219064904842156
Latvia,2021,3.27582937431156
Latvia,2022,17.3102830198815
Latvia,2023,8.93804623316637
Malta,2005,3.00796652450313
Malta,2006,2.77378006481472
Malta,2007,1.24921923797629
Malta,2008,4.25862171897073
Malta,2009,2.08432746082343
Malta,2010,1.51563513618532
Malta,2011,2.9629852819288
Malta,2012,2.37582057760386
Malta,2013,1.1802843636655
Malta,2014,0.310306472181665
Malta,2015,1.10054826378929
Malta,2016,0.642702771527304
Malta,2017,1.36435448150708
Malta,2018,1.15782362451517
Malta,2019,1.6420600176894
Malta,2020,0.638544956776712
Malta,2021,1.49789217934724
Malta,2022,6.15375621933037
Malta,2023,5.09396758978883
Netherlands,2005,1.68813017869623
Netherlands,2006,1.10150106517702
Netherlands,2007,1.61385859802103
Netherlands,2008,2.48650198289454
Netherlands,2009,1.1897768702155
Netherlands,2010,1.27530569556683
Netherlands,2011,2.34107017751373
Netherlands,2012,2.45554765291604
Netherlands,2013,2.50689852657885
Netherlands,2014,0.976035079699679
Netherlands,2015,0.600248147278776
Netherlands,2016,0.316666666666743
Netherlands,2017,1.38145871407206
Netherlands,2018,1.7034979474447
Netherlands,2019,2.63369910249601
Netherlands,2020,1.27246037789161
Netherlands,2021,2.67572008805385
Netherlands,2022,10.0012078753473
Netherlands,2023,3.83839354342808
Norway,2005,1.53213367609254
Norway,2006,2.32934980757544
Norway,2007,0.712589073634201
Norway,2008,3.75393081761005
Norway,2009,2.19738586853574
Norway,2010,2.41890639481001
Norway,2011,1.28495158809152
Norway,2012,0.696864111498362
Norway,2013,2.12048620353112
Norway,2014,2.04170286707211
Norway,2015,2.17113665389527
Norway,2016,3.54999999999998
Norway,2017,1.87510059552554
Norway,2018,2.76483134528788
Norway,2019,2.16773003305402
Norway,2020,1.28658490708005
Norway,2021,3.48388055266678
Norway,2022,5.76412317852272
Norway,2023,5.51784987104659
Poland,2005,2.18379872390258
Poland,2006,1.28469394366408
Poland,2007,2.45874312385402
Poland,2008,4.16497193524764
Poland,2009,3.79539242483406
Poland,2010,2.58069370250543
Poland,2011,4.2394014962594
Poland,2012,3.56037151702783
Poland,2013,0.991982606332428
Poland,2014,0.0538213132399802
Poland,2015,-0.87412587412577
Poland,2016,-0.664767331433961
Poland,2017,2.0759355367385
Poland,2018,1.81295156542679
Poland,2019,2.227478809383
Poland,2020,3.37446972618589
Poland,2021,5.05502704719272
Poland,2022,14.4294507575758
Poland,2023,11.5289127961105
Portugal,2005,2.27716394887834
Portugal,2006,3.1076654587105
Portugal,2007,2.45396528138743
Portugal,2008,2.58850657657959
Portugal,2009,-0.835530021504157
Portugal,2010,1.40257289895369
Portugal,2011,3.65301100430724
Portugal,2012,2.77333854051586
Portugal,2013,0.274416666666663
Portugal,2014,-0.278153367467428
Portugal,2015,0.48793862390472
Portugal,2016,0.607397074641719
Portugal,2017,1.36861411643472
Portugal,2018,0.993715683468326
Portugal,2019,0.338178410046034
Portugal,2020,-0.0124383299575305
Portugal,2021,1.26565719069044
Portugal,2022,7.83269124233323
Portugal,2023,4.31128191898672
Romania,2005,9.01491283343835
Romania,2006,6.55851412276983
Romania,2007,4.83732928313989
Romania,2008,7.85080255714482
Romania,2009,5.58742004264393
Romania,2010,6.09141668601891
Romania,2011,5.7892532881588
Romania,2012,3.33492267693442
Romania,2013,3.9847123554813
Romania,2014,1.06830987684298
Romania,2015,-0.594156437495203
Romania,2016,-1.54479666813897
Romania,2017,1.3390212110439
Romania,2018,4.62548443137779
Romania,2019,3.82785432599438
Romania,2020,2.63107311184743
Romania,2021,5.05232876096582
Romania,2022,13.7954887432521
Romania,2023,10.3971874764996
Slovakia,2005,2.70908494588384
Slovakia,2006,4.4833312044961104
Slovakia,2007,2.7567237163814
Slovakia,2008,4.59817976325028
Slovakia,2009,1.61510464058238
Slovakia,2010,0.957018132975143
Slovakia,2011,3.9192859914629
Slovakia,2012,3.6061026352289
Slovakia,2013,1.40047368963025
Slovakia,2014,-0.0761653295419871
Slovakia,2015,-0.325219777427673
Slovakia,2016,-0.520010196278266
Slovakia,2017,1.31194588223228
Slovakia,2018,2.51403712883812
Slovakia,2019,2.66456133425431
Slovakia,2020,1.93694126694223
Slovakia,2021,3.14960629921268
Slovakia,2022,12.7741463637611
Slovakia,2023,10.5319476645211
Slovenia,2005,2.45150132316475
Slovenia,2006,2.45792444195865
Slovenia,2007,3.65749563284099
Slovenia,2008,5.64742380573935
Slovenia,2009,0.839262246793887
Slovenia,2010,1.80117022137134
Slovenia,2011,1.8028517194191
Slovenia,2012,2.59741386039003
Slovenia,2013,1.76920085881907
Slovenia,2014,0.19934382657075
Slovenia,2015,-0.525552285820877
Slovenia,2016,-0.054999541670474
Slovenia,2017,1.42910743319306
Slovenia,2018,1.7386086198818
Slovenia,2019,1.63052260754344
Slovenia,2020,-0.05485681576061
Slovenia,2021,1.91706506089259
Slovenia,2022,8.83369886749452
Slovenia,2023,7.44687717385838
Sweden,2005,0.453170852576182
Sweden,2006,1.3602146862768
Sweden,2007,2.21216883436735
Sweden,2008,3.43704910602874
Sweden,2009,-0.494460544377991
Sweden,2010,1.15798802715628
Sweden,2011,2.9611507382214
Sweden,2012,0.888377506923638
Sweden,2013,-0.0442929701485858
Sweden,2014,-0.179638494114635
Sweden,2015,-0.0467847449832812
Sweden,2016,0.984269244577992
Sweden,2017,1.79449904665589
Sweden,2018,1.95353530127028
Sweden,2019,1.78415097403835
Sweden,2020,0.497367318853572
Sweden,2021,2.16319736447153
Sweden,2022,8.36929098869189
Sweden,2023,8.54862489748902
Turkiye,2005,8.17916036802002
Turkiye,2006,9.59724212288432
Turkiye,2007,8.75618090972639
Turkiye,2008,10.4441283764885
Turkiye,2009,6.25097663090626
Turkiye,2010,8.56644420552976
Turkiye,2011,6.471879671151
Turkiye,2012,8.89156996512163
Turkiye,2013,7.49309030547693
Turkiye,2014,8.85457271364324
Turkiye,2015,7.67085364845877
Turkiye,2016,7.7751341532833
Turkiye,2017,11.1443110840765
Turkiye,2018,16.3324638988928
Turkiye,2019,15.1768215720022
Turkiye,2020,12.2789574462574
Turkiye,2021,19.5964926913324
Turkiye,2022,72.3088359891207
Turkiye,2023,53.8594087593315
