Country,Year,GDP_Growth_Rate
Spain,2008,0.7671657749314704
Spain,2009,-3.768133071797891
Spain,2010,0.09412231666826187
Spain,2011,-0.6399206912873723
Spain,2012,-2.865113672910695
Spain,2013,-1.4273221918188028
Spain,2014,1.520485922798187
Spain,2015,4.060866697185688
Spain,2016,2.9151560280817392
Spain,2017,2.8960420808163008
Spain,2018,2.3954112036424675
Spain,2019,1.9611785315134966
Spain,2020,-10.940070659186645
Spain,2021,6.683144185002803
Spain,2022,6.179312225729632
Spain,2023,2.675663492582288
Estonia,2005,9.523058032996403
Estonia,2006,9.762570368380509
Estonia,2007,7.570918113418628
Estonia,2008,-5.125312708621806
Estonia,2009,-14.630220308111248
Estonia,2010,2.4497459157554147
Estonia,2011,7.6069766353788
Estonia,2012,3.672021159311683
Estonia,2013,1.7564946118826583
Estonia,2014,3.3227875359873167
Estonia,2015,1.8381570483746685
Estonia,2016,3.0930158344115455
Estonia,2017,5.634674322293947
Estonia,2018,3.69969444001093
Estonia,2019,3.7266531817839734
Estonia,2020,-2.8838100414032795
Estonia,2021,7.154447483343972
Estonia,2022,0.060427832332578646
Estonia,2023,-3.023035840661919
Finland,2005,2.7773092708157634
Finland,2006,4.0195732280410255
Finland,2007,5.312801782248272
Finland,2008,0.7844312192730314
Finland,2009,-8.076030898813144
Finland,2010,3.1682877232525755
Finland,2011,2.3903947262183607
Finland,2012,-1.5228402849933218
Finland,2013,-0.9797410280686307
Finland,2014,-0.47806831857901955
Finland,2015,0.46650351789539
Finland,2016,2.571934231559723
Finland,2017,3.3033701611332162
Finland,2018,1.192977729885044
Finland,2019,1.3497384382612267
Finland,2020,-2.491036209772389
Finland,2021,2.7347134858954263
Finland,2022,1.4500480727209037
Finland,2023,-1.1639628152219785
France,2005,1.8885658021711151
France,2006,2.714064517932499
France,2007,2.5304818619649865
France,2008,0.38017142552236294
France,2009,-2.8245515028896193
France,2010,2.000324726999807
France,2011,2.437576568770794
France,2012,0.18383527101957498
France,2013,0.7817564459134019
France,2014,0.9978329379986661
France,2015,1.0667547348890878
France,2016,0.860031082016107
France,2017,2.083614850620762
France,2018,1.6459087293270898
France,2019,2.0274464763963493
France,2020,-7.44064593044142
France,2021,6.882337865903551
France,2022,2.5708404744396915
France,2023,0.9364875026714827
United Kingdom,2005,2.7326607613036344
United Kingdom,2006,2.380694024870664
United Kingdom,2007,2.6248800197125064
United Kingdom,2008,-0.24879729813224571
United Kingdom,2009,-4.620553719568605
United Kingdom,2010,2.2333151263107993
United Kingdom,2011,1.1383623474489326
United Kingdom,2012,1.5089983744101403
United Kingdom,2013,1.799921493626627
United Kingdom,2014,3.194637312802101
United Kingdom,2015,2.2228884490843654
United Kingdom,2016,1.9217100776383091
United Kingdom,2017,2.656504893099722
United Kingdom,2018,1.4051902660927311
United Kingdom,2019,1.624475159475324
United Kingdom,2020,-10.296918873756695
United Kingdom,2021,8.575950904856498
United Kingdom,2022,4.839085147144033
United Kingdom,2023,0.3399661580034632
Croatia,2005,4.32707652205913
Croatia,2006,5.081465904072701
Croatia,2007,5.048886208760337
Croatia,2008,1.9685900928191131
Croatia,2009,-6.813956177894255
Croatia,2010,-1.3340815240057111
Croatia,2011,-0.09775145274466013
Croatia,2012,-2.253745580785832
Croatia,2013,-0.1254498262114936
Croatia,2014,-0.5571501973061004
Croatia,2015,2.323175158038552
Croatia,2016,3.4611294735676665
Croatia,2017,3.2809581214065844
Croatia,2018,2.90468149344008
Croatia,2019,3.1004391144375774
Croatia,2020,-8.311642578846872
Croatia,2021,12.631700327771185
Croatia,2022,7.287936432065649
Croatia,2023,3.302544880863252
Hungary,2005,4.2942776100917825
Hungary,2006,3.946066880293202
Hungary,2007,0.2773727723258048
Hungary,2008,1.0039430290089655
Hungary,2009,-6.5978672185016904
Hungary,2010,1.0762540427766965
Hungary,2011,1.8668374754429777
Hungary,2012,-1.2502260234706313
Hungary,2013,1.8025221008226566
Hungary,2014,4.232209806142691
Hungary,2015,3.7073159793626047
Hungary,2016,2.2010018929385637
Hungary,2017,4.271976016206949
Hungary,2018,5.36234836176223
Hungary,2019,4.864225735118907
Hungary,2020,-4.487046047653081
Hungary,2021,7.061220609729119
Hungary,2022,4.583407672950685
Hungary,2023,-0.9076859561402415
Ireland,2005,5.739782352513984
Ireland,2006,4.987854684565079
Ireland,2007,5.310116844082131
Ireland,2008,-4.4840697832627825
Ireland,2009,-5.0957816938676785
Ireland,2010,1.6829723505625793
Ireland,2011,1.6487738997814887
Ireland,2012,-0.3989599645054511
Ireland,2013,2.1921757436481784
Ireland,2014,9.336033728686232
Ireland,2015,24.61556997662558
Ireland,2016,1.2226386099642923
Ireland,2017,10.049628539461366
Ireland,2018,7.544341907600312
Ireland,2019,5.040550288017997
Ireland,2020,7.157898830572094
Ireland,2021,16.255613244600212
Ireland,2022,8.619503551914917
Ireland,2023,-5.530007360955366
Iceland,2005,6.124438965336125
Iceland,2006,6.3169930863707435
Iceland,2007,8.454860096129508
Iceland,2008,2.209496418820976
Iceland,2009,-7.663809560259466
Iceland,2010,-2.8327749154085495
Iceland,2011,1.8457791562421733
Iceland,2012,1.0636366074376298
Iceland,2013,4.55246032015107
Iceland,2014,1.6872150175064178
Iceland,2015,4.436663719371722
Iceland,2016,6.303687106501755
Iceland,2017,4.194948829083756
Iceland,2018,4.889172994865447
Iceland,2019,1.8611779429387383
Iceland,2020,-6.940453094890344
Iceland,2021,5.254209753178543
Iceland,2022,8.992507612691497
Iceland,2023,5.03717943960838
Italy,2005,0.7624107196118075
Italy,2006,1.7994799052078747
Italy,2007,1.4622920249067732
Italy,2008,-1.02313847687941
Italy,2009,-5.305154032510998
Italy,2010,1.5291057572893294
Italy,2011,0.6954631292078517
Italy,2012,-3.1252387954381646
Italy,2013,-1.8180250610428317
Italy,2014,-0.0013876397649283945
Italy,2015,0.8856676380467832
Italy,2016,1.2362211072750995
Italy,2017,1.6036999464836157
Italy,2018,0.8266466973636994
Italy,2019,0.4291625343719119
Italy,2020,-8.868221210463872
Italy,2021,8.931062066007797
Italy,2022,4.661762651136954
Italy,2023,0.6976329941967805
Lithuania,2005,7.731444714920684
Lithuania,2006,7.395479825997953
Lithuania,2007,11.077931809209815
Lithuania,2008,2.5994594929602926
Lithuania,2009,-14.83861088588543
Lithuania,2010,0.427199033691366
Lithuania,2011,6.323637398040518
Lithuania,2012,4.382905596208559
Lithuania,2013,4.046914350913113
Lithuania,2014,3.7725413149966727
Lithuania,2015,2.8328085774110434
Lithuania,2016,2.67192019895775
Lithuania,2017,4.612243146007785
Lithuania,2018,4.9183697945524045
Lithuania,2019,4.677351557968066
Lithuania,2020,0.04281401734867529
Lithuania,2021,6.380016762043212
Lithuania,2022,2.537525008871725
Lithuania,2023,0.3422625522291298
Luxembourg,2005,2.4828747481147246
Luxembourg,2006,6.016715044027407
Luxembourg,2007,8.098667606605403
Luxembourg,2008,-0.3001761944426704
Luxembourg,2009,-3.238954026831877
Luxembourg,2010,3.7604135925509468
Luxembourg,2011,1.0442986945573125
Luxembourg,2012,1.6499020297865172
Luxembourg,2013,3.1717904991600534
Luxembourg,2014,2.623086015771918
Luxembourg,2015,2.269784484195654
Luxembourg,2016,4.978190436816291
Luxembourg,2017,1.3171876629367745
Luxembourg,2018,1.219321918563594
Luxembourg,2019,2.915847915000498
Luxembourg,2020,-0.9098297988867188
Luxembourg,2021,7.168401986977486
Luxembourg,2022,1.3801858908320668
Luxembourg,2023,-1.0957236157699413
Latvia,2005,11.615316569444161
Latvia,2006,12.825018092317066
Latvia,2007,10.414537243643991
Latvia,2008,-3.388715450601836
Latvia,2009,-16.040018915146433
Latvia,2010,-3.6612590805493994
Latvia,2011,3.036345903397759
Latvia,2012,7.305240455277541
Latvia,2013,2.096091140878812
Latvia,2014,2.094959595862676
Latvia,2015,3.7833652895781285
Latvia,2016,2.5516858535470135
Latvia,2017,3.398949377790089
Latvia,2018,4.30971088766286
Latvia,2019,0.6753752568120746
Latvia,2020,-3.469229153396185
Latvia,2021,6.94723316214511
Latvia,2022,1.8126824022840964
Latvia,2023,1.7067952496992405
Malta,2005,2.8806712728293604
Malta,2006,2.336122733612285
Malta,2007,5.0366639508184505
Malta,2008,4.41012622523094
Malta,2009,-1.3953425545710019
Malta,2010,6.197345169111898
Malta,2011,0.9919636752963754
Malta,2012,4.10259030296838
Malta,2013,6.291715744012578
Malta,2014,7.631129374826855
Malta,2015,9.621097562283481
Malta,2016,4.077719294812837
Malta,2017,12.972119343497951
Malta,2018,7.18909653691901
Malta,2019,4.084706028473391
Malta,2020,-3.4746875093225214
Malta,2021,13.460305196059494
Malta,2022,4.147882816011332
Malta,2023,7.498512459378688
Netherlands,2005,2.0339632485814434
Netherlands,2006,3.5373752185526826
Netherlands,2007,3.8853065083888794
Netherlands,2008,2.116815861918653
Netherlands,2009,-3.665290445065949
Netherlands,2010,1.3193202329624398
Netherlands,2011,1.7733452065724578
Netherlands,2012,-0.9778770085138291
Netherlands,2013,-0.030232451655294312
Netherlands,2014,1.6126100744912293
Netherlands,2015,2.1206052242171722
Netherlands,2016,2.424285765366335
Netherlands,2017,2.7815460987956016
Netherlands,2018,2.2587403962495216
Netherlands,2019,2.300091594761966
Netherlands,2020,-3.867953393234231
Netherlands,2021,6.276830732305257
Netherlands,2022,5.007234590450366
Netherlands,2023,0.07456072164949035
Norway,2005,2.685122890822484
Norway,2006,2.4614731337032794
Norway,2007,2.9140399860717423
Norway,2008,0.48191954123197434
Norway,2009,-1.940364695051116
Norway,2010,0.7870518454954407
Norway,2011,1.1056560273372753
Norway,2012,2.717959266789819
Norway,2013,1.0161908240927175
Norway,2014,2.0481319985508435
Norway,2015,1.8573397264330254
Norway,2016,1.1647242349728515
Norway,2017,2.4637462851014647
Norway,2018,0.828900664137592
Norway,2019,1.123777874367974
Norway,2020,-1.2781717845225984
Norway,2021,3.9086867768941715
Norway,2022,3.005635160762978
Norway,2023,0.4796472460118224
Poland,2005,3.260822746792158
Poland,2006,6.2021071093437286
Poland,2007,6.760447852762596
Poland,2008,4.3837706927460545
Poland,2009,2.6151285929168324
Poland,2010,3.168927482580358
Poland,2011,5.25546256612796
Poland,2012,1.5117816764457501
Poland,2013,0.6842406070518052
Poland,2014,3.920508623900318
Poland,2015,4.431767002644776
Poland,2016,3.03117767594847
Poland,2017,5.1524577332590695
Poland,2018,6.245858472394204
Poland,2019,4.58045817256199
Poland,2020,-2.0355688239997676
Poland,2021,6.9271826605250055
Poland,2022,5.255456973860362
Poland,2023,0.13883275478718815
Portugal,2005,0.7818477575989959
Portugal,2006,1.625034638136441
Portugal,2007,2.5065797150596723
Portugal,2008,0.3192471624353175
Portugal,2009,-3.1220781229054637
Portugal,2010,1.737624510454367
Portugal,2011,-1.7135275032034514
Portugal,2012,-4.050902618683551
Portugal,2013,-0.9841067581035361
Portugal,2014,0.7413914705836788
Portugal,2015,1.5897982889385531
Portugal,2016,2.004141093604872
Portugal,2017,3.314720782334163
Portugal,2018,2.9462824162085326
Portugal,2019,2.745684716195541
Portugal,2020,-8.20463206255478
Portugal,2021,5.5587575230543536
Portugal,2022,6.98584193827881
Portugal,2023,2.5262811080676357
Romania,2005,4.6681480508487
Romania,2006,8.028811075991626
Romania,2007,7.233807743628049
Romania,2008,9.307467170773378
Romania,2009,-5.516706158430111
Romania,2010,-3.905811573029723
Romania,2011,4.495589099463132
Romania,2012,1.9036169679960295
Romania,2013,0.27877187747023413
Romania,2014,4.116001092678317
Romania,2015,3.157036054385401
Romania,2016,2.8599325230208876
Romania,2017,8.195478266412607
Romania,2018,6.120930007146001
Romania,2019,3.9232638496349352
Romania,2020,-3.67438440910189
Romania,2021,5.545709625905104
Romania,2022,3.965307663117173
Romania,2023,2.404271779128095
Slovakia,2005,6.484932016228157
Slovakia,2006,8.92568695741896
Slovakia,2007,10.818631131364981
Slovakia,2008,5.363376956048143
Slovakia,2009,-5.505338423500078
Slovakia,2010,6.7905821401505335
Slovakia,2011,2.5624245585508874
Slovakia,2012,1.5691711562839856
Slovakia,2013,0.7033236347383252
Slovakia,2014,2.7079506235519375
Slovakia,2015,5.176879510370895
Slovakia,2016,1.9478190258231223
Slovakia,2017,2.874732255388963
Slovakia,2018,4.062120369830183
Slovakia,2019,2.2758991816033642
Slovakia,2020,-2.585512529131904
Slovakia,2021,5.726988540118924
Slovakia,2022,0.4496738750815723
Slovakia,2023,1.3783372720944413
Slovenia,2005,3.854126785491843
Slovenia,2006,5.908784238821042
Slovenia,2007,7.139231754470217
Slovenia,2008,3.372238037929833
Slovenia,2009,-7.590587429798617
Slovenia,2010,1.1121374155134873
Slovenia,2011,0.6554399117825369
Slovenia,2012,-2.9155386026986037
Slovenia,2013,-0.8237772383204884
Slovenia,2014,2.7628316431637074
Slovenia,2015,2.393308724360736
Slovenia,2016,3.0344139541518445
Slovenia,2017,5.174404539564435
Slovenia,2018,4.379081716129221
Slovenia,2019,3.505251668401627
Slovenia,2020,-4.0849981529781445
Slovenia,2021,8.389650320944611
Slovenia,2022,2.6992375568737543
Slovenia,2023,2.112591843189989
Sweden,2005,2.7931768549769913
Sweden,2006,4.675998708774912
Sweden,2007,3.224911317116664
Sweden,2008,-0.9231230829503119
Sweden,2009,-4.255573742711448
Sweden,2010,5.750735843227247
Sweden,2011,3.163910481452035
Sweden,2012,-0.41446572107088286
Sweden,2013,1.1377164979708567
Sweden,2014,2.2957638087283954
Sweden,2015,4.410140675793414
Sweden,2016,2.3497408043253927
Sweden,2017,1.8251560149471686
Sweden,2018,1.9029645884077269
Sweden,2019,2.5496478525304838
Sweden,2020,-2.005337503537632
Sweden,2021,5.937508573074396
Sweden,2022,1.459288507572694
Sweden,2023,-0.31067018472589325
Turkiye,2005,8.992304936265171
Turkiye,2006,6.947988085719928
Turkiye,2007,5.0435079315710425
Turkiye,2008,0.8150245730077046
Turkiye,2009,-4.823153953017695
Turkiye,2010,8.427104322761906
Turkiye,2011,11.200110583350352
Turkiye,2012,4.788492711080082
Turkiye,2013,8.48581699653026
Turkiye,2014,4.939715161365797
Turkiye,2015,6.0844869044366305
Turkiye,2016,3.323084208457459
Turkiye,2017,7.5019974891749115
Turkiye,2018,3.0131703931214986
Turkiye,2019,0.8185145267266734
Turkiye,2020,1.8598730397646221
Turkiye,2021,11.439395692656575
Turkiye,2022,5.53342787492781
Turkiye,2023,5.1111681848870205
